,title,number_of_pages,number_of_downloads,book_url
195,O'Reilly - Apache The Definitive Guide 3rd Edit..,622,144,https://www.pdfdrive.com/oreilly-apache-the-definitive-guide-3rd-edit-e45444160.html
196,"AngularJS Up and Running (O'Reilly, 2014).",301,159,https://www.pdfdrive.com/angularjs-up-and-running-oreilly-2014-e39561019.html
197,"O'Reilly - Head First Servlets and JSP, 2nd Edition",883,135,https://www.pdfdrive.com/oreilly-head-first-servlets-and-jsp-2nd-edition-e45453697.html
198,O'Reilly Writing Excel Macros with VBA,490,138,https://www.pdfdrive.com/oreilly-writing-excel-macros-with-vba-e60654719.html
199,Version Control with Git,454,"8,239",https://www.pdfdrive.com/version-control-with-git-e18853221.html
200,"Java Server Pages, Hans Bergsten, Third Edition, O'Reilly Media December 2003.",746,128,https://www.pdfdrive.com/java-server-pages-hans-bergsten-third-edition-oreilly-media-december-2003-e44323361.html
201,JavaScript: The Good Parts,172,"8,091",https://www.pdfdrive.com/javascript-the-good-parts-e104938681.html
202,O'Reilly - Linux Command Directory.pdf,"1,255",139,https://www.pdfdrive.com/oreilly-linux-command-directorypdf-e38541797.html
203,O'Reilly - Learning the vi and Vim Editors 7th Edition.pdf,494,133,https://www.pdfdrive.com/oreilly-learning-the-vi-and-vim-editors-7th-editionpdf-e42777699.html
204,Network Security,480,"7,780",https://www.pdfdrive.com/network-security-e18892015.html
205,JavaScript: The Good Parts Publisher: O'Reilly - 7chan,370,114,https://www.pdfdrive.com/javascript-the-good-parts-publisher-oreilly-7chan-e17598656.html
206,Introduction to MongoDB - O'Reilly Media,132,207,https://www.pdfdrive.com/introduction-to-mongodb-oreilly-media-e18265996.html
207,O'Reilly - Programming Embedded Systems in C and C++,122,106,https://www.pdfdrive.com/oreilly-programming-embedded-systems-in-c-and-c-e51097556.html
208,"JVM for Dummies - O'Reilly Media - Technology Books, Tech",209,112,https://www.pdfdrive.com/jvm-for-dummies-oreilly-media-technology-books-tech-e6021293.html
209,"O'Reilly - Building Internet Firewalls, 2nd edition",542,138,https://www.pdfdrive.com/oreilly-building-internet-firewalls-2nd-edition-e34656158.html
210,"“Embedded Android”,O'Reilly",133,108,https://www.pdfdrive.com/embedded-androidoreilly-e30941782.html
211,Head First Servlets and JSP,63,"10,642",https://www.pdfdrive.com/head-first-servlets-and-jsp-e5917980.html
212,O'Reilly sed & awk,570,113,https://www.pdfdrive.com/oreilly-sed-awk-e43158697.html
213,O'Reilly ASP In a Nutshell.pdf,426,129,https://www.pdfdrive.com/oreilly-asp-in-a-nutshellpdf-e39911858.html
214,"Java network programming : Includes index. - Previous ed.: Beijing; Sebastopol, Calif.: O'Reilly",762,102,https://www.pdfdrive.com/java-network-programming-includes-index-previous-ed-beijing-sebastopol-calif-oreilly-e184606234.html
215,O'Reilly Knoppix Hacks (2nd Edition).,418,113,https://www.pdfdrive.com/oreilly-knoppix-hacks-2nd-edition-e38104102.html
216,"O'Reilly - Building Internet Firewalls, 2nd edition",542,101,https://www.pdfdrive.com/oreilly-building-internet-firewalls-2nd-edition-e50727266.html
217,O'Reilly C# 3.0 Design Patterns.pdf,314,159,https://www.pdfdrive.com/oreilly-c-30-design-patternspdf-e32914915.html
218,O'Reilly - MySQL Cookbook.pdf,"1,068",276,https://www.pdfdrive.com/oreilly-mysql-cookbookpdf-e11440269.html
219,"Introduction to Django - O'Reilly Media - Technology Books, Tech",84,301,https://www.pdfdrive.com/introduction-to-django-oreilly-media-technology-books-tech-e2475519.html
220,The Art of Project Management (Theory in Practice (O'Reilly)),377,97,https://www.pdfdrive.com/the-art-of-project-management-theory-in-practice-oreilly-e185658404.html
221,"Visualizing Data, Ben Fry (O'Reilly).",384,119,https://www.pdfdrive.com/visualizing-data-ben-fry-oreilly-e34337134.html
222,O'Reilly Learning Python (3rd Edition).pdf,743,101,https://www.pdfdrive.com/oreilly-learning-python-3rd-editionpdf-e40058076.html
223,Web Services Essentials (O'Reilly XML),286,91,https://www.pdfdrive.com/web-services-essentials-oreilly-xml-e185383220.html
224,O'Reilly - Google Hacks.pdf,354,119,https://www.pdfdrive.com/oreilly-google-hackspdf-e33485616.html
225,Python for Unix and Linux System - Welcome to LinuxTone.Org /,458,"6,795",https://www.pdfdrive.com/python-for-unix-and-linux-system-welcome-to-linuxtoneorg-e1628587.html
226,Keep It Pithy: Useful Observations in a Tough World,133,423,https://www.pdfdrive.com/keep-it-pithy-useful-observations-in-a-tough-world-e177677249.html
227,O'Reilly Cisco IOS In a Nutshell.pdf,"1,381",108,https://www.pdfdrive.com/oreilly-cisco-ios-in-a-nutshellpdf-e40497768.html
228,O'Reilly Security Power Tools.pdf,847,133,https://www.pdfdrive.com/oreilly-security-power-toolspdf-e41643443.html
229,C++ Cookbook (Cookbooks (O'Reilly)),740,86,https://www.pdfdrive.com/c-cookbook-cookbooks-oreilly-e158649723.html
230,Cloud Application Architectures: Building Applications and Infrastructure in the Cloud (Theory in Practice (O'Reilly)),206,85,https://www.pdfdrive.com/cloud-application-architectures-building-applications-and-infrastructure-in-the-cloud-theory-in-practice-oreilly-e185428111.html
231,CSS Refactoring,159,"1,412",https://www.pdfdrive.com/css-refactoring-e38165632.html
232,php in a nutshell,372,"1,722",https://www.pdfdrive.com/php-in-a-nutshell-e18846507.html
233,JavaScript: The Definitive Guide,"1,098","1,290",https://www.pdfdrive.com/javascript-the-definitive-guide-e55760737.html
234,Los Últimos días de Jesús (The Last Days of Jesus),288,"1,942",https://www.pdfdrive.com/los-Últimos-días-de-jesús-the-last-days-of-jesus-e169598332.html
235,Microsoft Office Word 2003 Step by Step (Step By Step (Microsoft)),368,"1,792",https://www.pdfdrive.com/microsoft-office-word-2003-step-by-step-step-by-step-microsoft-e161337296.html
236,The Best Travel Writing 2010: True Stories from Around the World,377,"1,469",https://www.pdfdrive.com/the-best-travel-writing-2010-true-stories-from-around-the-world-e159286541.html
237,"Beyond Bullet Points: Using Microsoft® Office PowerPoint® 2007 to Create Presentations That Inform, Motivate, and Inspire",407,"1,403",https://www.pdfdrive.com/beyond-bullet-points-using-microsoft-office-powerpoint-2007-to-create-presentations-that-inform-motivate-and-inspire-e156635018.html
238,C Pocket Reference,142,"1,494",https://www.pdfdrive.com/c-pocket-reference-e157095275.html
239,Killing England: The Brutal Struggle for American Independence,774,"1,431",https://www.pdfdrive.com/killing-england-the-brutal-struggle-for-american-independence-e195198963.html
240,O'Reilly Access Database Design & Programming,414,86,https://www.pdfdrive.com/oreilly-access-database-design-programming-e52704599.html
241,perl in a nutshell - o'reilly,"2,112",213,https://www.pdfdrive.com/perl-in-a-nutshell-oreilly-e7603345.html
242,JSP - Java Server Pages 2nd Edition - O'Reilly - 2002.pdf,618,81,https://www.pdfdrive.com/jsp-java-server-pages-2nd-edition-oreilly-2002pdf-e45426443.html
243,O'Reilly - Practical C Programming.pdf,504,86,https://www.pdfdrive.com/oreilly-practical-c-programmingpdf-e45502616.html
244,"O'Reilly - JDBC and Java, Second Edition.pdf",253,83,https://www.pdfdrive.com/oreilly-jdbc-and-java-second-editionpdf-e47160276.html
245,"MySQL Cookbook, 3rd Edition",866,"6,417",https://www.pdfdrive.com/mysql-cookbook-3rd-edition-e33432386.html
246,Delphi in a Nutshell (In a Nutshell (O'Reilly)),571,77,https://www.pdfdrive.com/delphi-in-a-nutshell-in-a-nutshell-oreilly-e156822520.html
247,O'Reilly Java Cryptography,254,76,https://www.pdfdrive.com/oreilly-java-cryptography-e36871406.html
248,"O'Reilly - Programming Python, 3rd Ed Aug2006.pdf","1,740",76,https://www.pdfdrive.com/oreilly-programming-python-3rd-ed-aug2006pdf-e56491268.html
249,O'Reilly Jakarta Struts.pdf,417,91,https://www.pdfdrive.com/oreilly-jakarta-strutspdf-e33440985.html
250,Android Cookbook - Darwin - O'Reilly (2011).pdf,689,84,https://www.pdfdrive.com/android-cookbook-darwin-oreilly-2011pdf-e40921387.html
251,Ansible: Up and Running,332,"6,182",https://www.pdfdrive.com/ansible-up-and-running-e28142033.html
252,Big Data Now: 2014 Edition - O'Reilly Media,125,76,https://www.pdfdrive.com/big-data-now-2014-edition-oreilly-media-e14502540.html
253,O'Reilly Ant The Definitive Guide.pdf,316,93,https://www.pdfdrive.com/oreilly-ant-the-definitive-guidepdf-e33449736.html
254,Big Data Now: Current Perspectives from O'Reilly Radar,137,70,https://www.pdfdrive.com/big-data-now-current-perspectives-from-oreilly-radar-e188173126.html
255,O'Reilly - Web Security & Commerce - Higher Intellect,332,81,https://www.pdfdrive.com/oreilly-web-security-commerce-higher-intellect-e11151834.html
256,O'Reilly Securing AJAX Applications.pdf,247,80,https://www.pdfdrive.com/oreilly-securing-ajax-applicationspdf-e41738941.html
257,Yves Hilpisch-Python for Finance_ Analyze Big Financial Data-O'Reilly Media,605,77,https://www.pdfdrive.com/yves-hilpisch-python-for-finance_-analyze-big-financial-data-oreilly-media-e50347698.html
258,C# 4.0 Pocket Reference (Pocket Reference (O'Reilly)),219,68,https://www.pdfdrive.com/c-40-pocket-reference-pocket-reference-oreilly-e159023348.html
259,O'Reilly - Head First Rails,433,68,https://www.pdfdrive.com/oreilly-head-first-rails-e136128105.html
260,"PHP and MySQL - The Missing Manual 2nd ed. - B. McLaughlin (O'Reilly, 2013)",548,72,https://www.pdfdrive.com/php-and-mysql-the-missing-manual-2nd-ed-b-mclaughlin-oreilly-2013-e33463009.html
261,"O'Reilly-Database Programming with JDBC and Java, Second Edi.Pdf",253,67,https://www.pdfdrive.com/oreilly-database-programming-with-jdbc-and-java-second-edipdf-e47993469.html
262,The Cathedral and the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary (O'Reilly Linux),249,67,https://www.pdfdrive.com/the-cathedral-and-the-bazaar-musings-on-linux-and-open-source-by-an-accidental-revolutionary-oreilly-linux-e185974895.html
263,Tutorial - Big Data Analyses with R - O'Reilly Strata - cdn.oreilly.com,119,78,https://www.pdfdrive.com/tutorial-big-data-analyses-with-r-oreilly-strata-cdnoreillycom-e10005721.html
264,O'Reilly Oracle PL SQL Programming V3.pdf - Net130.Com,867,68,https://www.pdfdrive.com/oreilly-oracle-pl-sql-programming-v3pdf-net130com-e17739716.html
265,O'Reilly Lex and Yacc.pdf,388,67,https://www.pdfdrive.com/oreilly-lex-and-yaccpdf-e46009868.html
266,UML 2.0 in Action: A project-based tutorial: A detailed and practical walk-through showing how to apply UML to real world development projects,247,"6,011",https://www.pdfdrive.com/uml-20-in-action-a-project-based-tutorial-a-detailed-and-practical-walk-through-showing-how-to-apply-uml-to-real-world-development-projects-e158626574.html
267,Wes McKinney-Python for Data Analysis-O'Reilly Media,470,64,https://www.pdfdrive.com/wes-mckinney-python-for-data-analysis-oreilly-media-e55889850.html
268,MySQL Replication Tutorial - O'Reilly Media - Technology Books,114,64,https://www.pdfdrive.com/mysql-replication-tutorial-oreilly-media-technology-books-e901499.html
269,Java Performance Tuning -- O'Reilly,318,250,https://www.pdfdrive.com/java-performance-tuning-oreilly-e167154.html
270,O'Reilly Oracle RMAN Pocket Reference.pdf,114,60,https://www.pdfdrive.com/oreilly-oracle-rman-pocket-referencepdf-e33444340.html
271,Social Network Analysis for Startups,190,"5,854",https://www.pdfdrive.com/social-network-analysis-for-startups-e5962518.html
272,O'Reilly PHP Cookbook,657,90,https://www.pdfdrive.com/oreilly-php-cookbook-e37983748.html
273,O'Reilly Network Troubleshooting Tools.pdf,269,64,https://www.pdfdrive.com/oreilly-network-troubleshooting-toolspdf-e48788358.html
274,Re-Visioning Quality Assurance in Higher Education. Aine O'Reilly EDUCATION DOCTORATE NUI ...,291,59,https://www.pdfdrive.com/re-visioning-quality-assurance-in-higher-education-aine-oreilly-education-doctorate-nui-e43090654.html
275,"Linux in a Nutshell, 2nd Edition (O'Reilly Nutshell)","1,417",59,https://www.pdfdrive.com/linux-in-a-nutshell-2nd-edition-oreilly-nutshell-e195346887.html
276,"O'Reilly A+, Network+, Security+ Exams in a Nutshell.pdf",813,75,https://www.pdfdrive.com/oreilly-a-network-security-exams-in-a-nutshellpdf-e36211847.html
277,Designing Interfaces,577,"5,801",https://www.pdfdrive.com/designing-interfaces-e34330053.html
278,O'Reilly Learning Unix for Mac OS X.pdf,158,57,https://www.pdfdrive.com/oreilly-learning-unix-for-mac-os-xpdf-e60128084.html
279,Advanced wxPython Nuts and Bolts Robin Dunn O'Reilly Open,122,59,https://www.pdfdrive.com/advanced-wxpython-nuts-and-bolts-robin-dunn-oreilly-open-e50542957.html
280,Big Data Now: 2012 Edition: Current Perspectives from O'Reilly Media,131,57,https://www.pdfdrive.com/big-data-now-2012-edition-current-perspectives-from-oreilly-media-e176010780.html
281,O'Reilly Apache Definitive Guide,386,64,https://www.pdfdrive.com/oreilly-apache-definitive-guide-e58870432.html
282,O'Reilly Fonts & Encodings.pdf,"1,035",56,https://www.pdfdrive.com/oreilly-fonts-encodingspdf-e45356954.html
283,O'Reilly Network: Directory of Linux Commands,"1,255",55,https://www.pdfdrive.com/oreilly-network-directory-of-linux-commands-e45753616.html
284,Joel Grus - Data Science from Scratch First Principles with Python-O’Reilly Media (2019),514,54,https://www.pdfdrive.com/joel-grus-data-science-from-scratch-first-principles-with-python-oreilly-media-2019-e200817702.html
285,Chapter 19: java. awt Reference - O'Reilly Media,284,69,https://www.pdfdrive.com/chapter-19-java-awt-reference-oreilly-media-e4310111.html
286,O'Reilly Head First Servlets and JSP.pdf,750,83,https://www.pdfdrive.com/oreilly-head-first-servlets-and-jsppdf-e53277919.html
287,O'Reilly COM and .NET Component Services.pdf,385,55,https://www.pdfdrive.com/oreilly-com-and-net-component-servicespdf-e50091146.html
288,Google Apps: The Missing Manual - cdn.oreilly.com - O'Reilly Media,215,78,https://www.pdfdrive.com/google-apps-the-missing-manual-cdnoreillycom-oreilly-media-e8593639.html
289,O'Reilly - Maven,330,55,https://www.pdfdrive.com/oreilly-maven-e54442063.html
290,O'Reilly Managing the Windows 2000 Registry.pdf,470,54,https://www.pdfdrive.com/oreilly-managing-the-windows-2000-registrypdf-e44059764.html
291,O'Reilly - Linux Networking Cookbook Nov 2007.pdf,640,51,https://www.pdfdrive.com/oreilly-linux-networking-cookbook-nov-2007pdf-e41028204.html
292,O'Reilly Designing Web Navigation,413,48,https://www.pdfdrive.com/oreilly-designing-web-navigation-e104986099.html
293,"O'Reilly Media, Inc.",200,46,https://www.pdfdrive.com/oreilly-media-inc-e54680173.html
294,O'Reilly - ADO Activex Data Objects.pdf,627,55,https://www.pdfdrive.com/oreilly-ado-activex-data-objectspdf-e39916245.html
295,C# 3.0 Pocket Reference: Instant Help for C# 3.0 Programmers (Pocket Reference (O'Reilly)),218,46,https://www.pdfdrive.com/c-30-pocket-reference-instant-help-for-c-30-programmers-pocket-reference-oreilly-e162771218.html
296,UNIX Text Processing - O'Reilly Media,680,95,https://www.pdfdrive.com/unix-text-processing-oreilly-media-e6538128.html
297,O'Reilly Java RMI.pdf,467,49,https://www.pdfdrive.com/oreilly-java-rmipdf-e37496089.html
298,O'Reilly Learning Unix for Mac OS X.pdf,158,48,https://www.pdfdrive.com/oreilly-learning-unix-for-mac-os-xpdf-e39921066.html
299,"O'Reilly - Enterprise JavaBeans, 3rd Edition.pdf",500,43,https://www.pdfdrive.com/oreilly-enterprise-javabeans-3rd-editionpdf-e46407170.html
300,O'Reilly - web performance tuning.pdf,219,44,https://www.pdfdrive.com/oreilly-web-performance-tuningpdf-e52035808.html
301,Beginning Perl for Bioinformatics ByаааааааJames Tisdall Copyrightайа2001 O'Reilly ...,306,42,https://www.pdfdrive.com/beginning-perl-for-bioinformatics-byаааааааjames-tisdall-copyrightайа2001-oreilly-e57331805.html
302,O'Reilly Writing Excel Macros with VBA,490,46,https://www.pdfdrive.com/oreilly-writing-excel-macros-with-vba-e46338615.html
303,O'Reilly Ethernet The Definitive Guide.pdf,527,48,https://www.pdfdrive.com/oreilly-ethernet-the-definitive-guidepdf-e54926846.html
304,O'Reilly - Oracle Distributed Systems.pdf,526,45,https://www.pdfdrive.com/oreilly-oracle-distributed-systemspdf-e40695844.html
305,O'Reilly - Python Cookbook.pdf,677,47,https://www.pdfdrive.com/oreilly-python-cookbookpdf-e33416226.html
306,O'Reilly SVG Essentials.pdf,304,42,https://www.pdfdrive.com/oreilly-svg-essentialspdf-e56711728.html
307,O'Reilly C# 3.0 Cookbook (3rd Edition).pdf,885,44,https://www.pdfdrive.com/oreilly-c-30-cookbook-3rd-editionpdf-e40228281.html
308,O'Reilly Access Database Design & Programming (3rd Edition).,414,40,https://www.pdfdrive.com/oreilly-access-database-design-programming-3rd-edition-e54938709.html
